30,,30,2/23/2016 6:27 PM,C/Out,OverTime Out,FOT,
30,,30,2/24/2016 9:05 AM,C/In,OverTime In,FOT,
30,,30,2/24/2016 5:11 PM,C/Out,OverTime Out,FOT,
30,,30,2/25/2016 8:47 AM,C/In,,Invalid,
30,,30,2/28/2016 10:54 AM,C/In,OverTime In,FOT,
30,,30,2/28/2016 7:18 PM,C/Out,OverTime Out,FOT,
30,,30,2/29/2016 9:03 AM,C/In,OverTime In,FOT,
30,,30,2/29/2016 7:12 PM,C/Out,OverTime Out,FOT,
36,,36,2/1/2016 9:59 AM,C/In,OverTime In,FOT,
36,,36,2/1/2016 6:09 PM,C/Out,OverTime Out,FOT,
36,,36,2/2/2016 9:45 AM,C/In,OverTime In,FOT,
36,,36,2/2/2016 4:58 PM,C/Out,OverTime Out,FOT,
36,,36,2/3/2016 9:38 AM,C/In,,Invalid,
36,,36,2/3/2016 10:16 PM,C/Out,,Invalid,
36,,36,2/8/2016 10:04 AM,C/In,OverTime In,FOT,
36,,36,2/8/2016 7:06 PM,C/Out,OverTime Out,FOT,
36,,36,2/9/2016 10:58 AM,C/In,,Invalid,
36,,36,2/9/2016 10:27 PM,C/Out,,Invalid,
36,,36,2/10/2016 10:39 AM,C/In,OverTime In,FOT,
36,,36,2/10/2016 6:05 PM,C/Out,OverTime Out,FOT,
36,,36,2/11/2016 10:46 AM,C/In,OverTime In,FOT,
36,,36,2/11/2016 4:31 PM,C/Out,OverTime Out,FOT,
36,,36,2/14/2016 9:27 AM,C/In,,Invalid,
36,,36,2/14/2016 10:55 PM,C/Out,,Invalid,
36,,36,2/15/2016 9:48 AM,C/In,,Invalid,
36,,36,2/15/2016 11:12 PM,C/Out,,Invalid,
36,,36,2/16/2016 10:03 AM,C/In,,Invalid,
36,,36,2/16/2016 10:14 PM,C/Out,,Invalid,
36,,36,2/17/2016 9:58 AM,C/In,,Invalid,
36,,36,2/17/2016 10:32 PM,C/Out,,Invalid,
36,,36,2/18/2016 9:41 AM,C/In,OverTime In,FOT,
36,,36,2/18/2016 5:23 PM,C/Out,OverTime Out,FOT,
36,,36,2/21/2016 9:36 AM,C/In,OverTime In,FOT,
36,,36,2/21/2016 6:03 PM,C/Out,OverTime Out,FOT,
36,,36,2/22/2016 9:33 AM,C/In,,Invalid,
36,,36,2/23/2016 9:52 AM,C/In,OverTime In,FOT,
36,,36,2/23/2016 5:56 PM,C/In,OverTime Out,FOT,
36,,36,2/24/2016 9:39 AM,C/In,OverTime In,FOT,
36,,36,2/24/2016 5:32 PM,C/Out,OverTime Out,FOT,
36,,36,2/25/2016 9:48 AM,C/In,OverTime In,FOT,
36,,36,2/25/2016 7:04 PM,C/Out,OverTime Out,FOT,
36,,36,2/28/2016 9:57 AM,C/In,OverTime In,FOT,
36,,36,2/28/2016 5:59 PM,C/Out,OverTime Out,FOT,
36,,36,2/29/2016 10:17 AM,C/In,OverTime In,FOT,
36,,36,2/29/2016 5:19 PM,C/Out,OverTime Out,FOT,
39,,39,2/1/2016 8:49 AM,C/In,OverTime In,FOT,
39,,39,2/1/2016 6:29 PM,C/Out,OverTime Out,FOT,
39,,39,2/2/2016 8:51 AM,C/In,OverTime In,FOT,
39,,39,2/2/2016 5:12 PM,C/Out,OverTime Out,FOT,
39,,39,2/3/2016 8:27 AM,C/In,,Invalid,
39,,39,2/3/2016 7:52 PM,C/Out,,Invalid,
39,,39,2/8/2016 8:49 AM,C/In,,Invalid,
39,,39,2/8/2016 9:52 PM,C/Out,,Invalid,
39,,39,2/9/2016 8:57 AM,C/In,,Invalid,
39,,39,2/9/2016 10:27 PM,C/Out,,Invalid,
39,,39,2/10/2016 9:15 AM,C/In,OverTime In,FOT,
39,,39,2/10/2016 6:06 PM,C/Out,OverTime Out,FOT,
39,,39,2/11/2016 8:50 AM,C/In,OverTime In,FOT,
39,,39,2/11/2016 3:17 PM,C/Out,OverTime Out,FOT,
39,,39,2/14/2016 9:23 AM,C/In,,Invalid,
39,,39,2/14/2016 11:02 PM,C/Out,,Invalid,
39,,39,2/15/2016 9:18 AM,C/In,,Invalid,
39,,39,2/15/2016 9:00 PM,C/Out,,Invalid,
39,,39,2/16/2016 9:21 AM,C/In,,Invalid,
39,,39,2/16/2016 10:00 PM,C/Out,,Invalid,
39,,39,2/17/2016 9:21 AM,C/In,,Invalid,
39,,39,2/17/2016 10:07 PM,C/Out,,Invalid,
39,,39,2/18/2016 9:34 AM,C/In,OverTime In,FOT,
39,,39,2/18/2016 3:27 PM,C/Out,OverTime Out,FOT,
39,,39,2/21/2016 9:08 AM,C/In,OverTime In,FOT,
39,,39,2/21/2016 7:35 PM,C/Out,OverTime Out,FOT,
39,,39,2/22/2016 9:23 AM,C/In,OverTime In,FOT,
39,,39,2/22/2016 8:19 PM,C/Out,OverTime Out,FOT,
39,,39,2/23/2016 9:21 AM,C/In,OverTime In,FOT,
39,,39,2/23/2016 6:09 PM,C/Out,OverTime Out,FOT,
39,,39,2/24/2016 9:16 AM,C/In,OverTime In,FOT,
39,,39,2/24/2016 5:32 PM,C/Out,OverTime Out,FOT,
39,,39,2/25/2016 9:13 AM,C/In,OverTime In,FOT,
39,,39,2/25/2016 7:04 PM,C/Out,OverTime Out,FOT,
39,,39,2/29/2016 10:17 AM,C/In,OverTime In,FOT,
39,,39,2/29/2016 5:33 PM,C/Out,OverTime Out,FOT,
40,,40,2/1/2016 10:46 AM,C/In,OverTime In,FOT,
40,,40,2/1/2016 6:14 PM,C/Out,OverTime Out,FOT,
40,,40,2/2/2016 10:55 AM,C/In,OverTime In,FOT,
40,,40,2/2/2016 6:31 PM,C/Out,OverTime Out,FOT,
40,,40,2/3/2016 10:37 AM,C/In,OverTime In,FOT,
40,,40,2/3/2016 7:23 PM,C/Out,OverTime Out,FOT,
40,,40,2/4/2016 11:14 AM,C/In,OverTime In,FOT,
40,,40,2/4/2016 7:32 PM,C/Out,OverTime Out,FOT,
40,,40,2/7/2016 10:10 AM,C/In,OverTime In,FOT,
40,,40,2/7/2016 5:03 PM,C/Out,OverTime Out,FOT,
40,,40,2/8/2016 11:11 AM,C/In,OverTime In,FOT,
40,,40,2/8/2016 8:10 PM,C/Out,OverTime Out,FOT,
40,,40,2/9/2016 11:24 AM,C/In,OverTime In,FOT,
40,,40,2/9/2016 9:43 PM,C/Out,OverTime Out,FOT,
40,,40,2/10/2016 12:05 PM,C/In,OverTime In,FOT,
40,,40,2/10/2016 6:18 PM,C/Out,OverTime Out,FOT,
40,,40,2/11/2016 10:21 AM,C/In,OverTime In,FOT,
40,,40,2/11/2016 5:09 PM,C/Out,OverTime Out,FOT,
40,,40,2/14/2016 11:20 AM,C/In,OverTime In,FOT,
40,,40,2/14/2016 5:53 PM,C/Out,OverTime Out,FOT,
40,,40,2/15/2016 10:25 AM,C/In,OverTime In,FOT,
40,,40,2/15/2016 5:26 PM,C/Out,OverTime Out,FOT,
40,,40,2/16/2016 10:36 AM,C/In,OverTime In,FOT,
40,,40,2/16/2016 6:15 PM,C/Out,OverTime Out,FOT,
40,,40,2/17/2016 10:20 AM,C/In,OverTime In,FOT,
40,,40,2/17/2016 8:23 PM,C/Out,OverTime Out,FOT,
40,,40,2/21/2016 10:58 AM,C/In,OverTime In,FOT,
40,,40,2/21/2016 7:41 PM,C/Out,OverTime Out,FOT,
40,,40,2/22/2016 12:51 PM,C/In,OverTime In,FOT,
40,,40,2/22/2016 6:05 PM,C/In,OverTime Out,FOT,
40,,40,2/23/2016 11:19 AM,C/In,OverTime In,FOT,
40,,40,2/23/2016 5:14 PM,C/In,OverTime Out,FOT,
40,,40,2/24/2016 8:39 PM,C/Out,,Invalid,
40,,40,2/25/2016 12:03 PM,C/In,OverTime In,FOT,
40,,40,2/25/2016 5:06 PM,C/Out,OverTime Out,FOT,
40,,40,2/28/2016 12:18 PM,C/In,,Invalid,
40,,40,2/29/2016 11:58 AM,C/In,,Invalid,
,,,,,,,

